verdict	reason	authoritative	engineSource	resolvedName	resolvedTarget	path
kept	-	auth-kept	program-files	GlideX Unify	C:\Program Files\ASUS\GlideX\GlideXUnify.exe	C:\Program Files\ASUS\GlideX\GlideXUnify.exe
filtered	5-system-tool	auth-filtered	program-files	Windows 媒体播放器网络共享服务	C:\Program Files\Windows Media Player\wmpnetwk.exe	C:\Program Files\Windows Media Player\wmpnetwk.exe
kept	-	auth-kept	program-files	Microsoft Office Screen Recorder	C:\Program Files\Microsoft Office\root\Office16\MSOSREC.EXE	C:\Program Files\Microsoft Office\root\Office16\MSOSREC.EXE
kept	-	auth-kept	program-files	llama-server	C:\Users\17822\AppData\Local\Programs\Ollama\lib\ollama\llama-server.exe	C:\Users\17822\AppData\Local\Programs\Ollama\lib\ollama\llama-server.exe
kept	-	auth-kept	program-files	C++ Application Development Framework	D:\Program Files\Cisco Packet Tracer 8.2.2\bin\QtWebEngineProcess.exe	D:\Program Files\Cisco Packet Tracer 8.2.2\bin\QtWebEngineProcess.exe
filtered	4-not-executable-target	auth-filtered	start-menu	Homepage	C:\ProgramData\Microsoft\Windows\Start Menu\Programs\Tesseract-OCR\Homepage.lnk	C:\ProgramData\Microsoft\Windows\Start Menu\Programs\Tesseract-OCR\Homepage.lnk
filtered	2-excluded-name	auth-filtered	start-menu	VSM Simulation Help	C:\Program Files (x86)\Labcenter Electronics\Proteus 8 Professional\HELP\LISA.chm	C:\ProgramData\Microsoft\Windows\Start Menu\Programs\Proteus 8 Professional\VSM Simulation Help.lnk
kept	-	auth-kept	program-files	Java(TM) Platform SE binary	C:\Program Files\Java\jdk-17\bin\jaccesswalker.exe	C:\Program Files\Java\jdk-17\bin\jaccesswalker.exe
filtered	2-excluded-name	auth-filtered	start-menu	Uninstall Nahida.Nana	C:\Nahida.Nana\Nahida.Nana.exe	C:\ProgramData\Microsoft\Windows\Start Menu\Programs\Nahida.Nana\Uninstall Nahida.Nana.lnk
kept	-	auth-kept	program-files	鹰角启动器	C:\Program Files\Hypergryph Launcher\Uninstall.exe	C:\Program Files\Hypergryph Launcher\Uninstall.exe
filtered	4-not-executable-target	auth-filtered	program-files	website	https://www.chiark.greenend.org.uk/~sgtatham/putty/	D:\Program Files\PuTTY\website.url
kept	-	auth-kept	program-files	docker-scout	C:\Program Files\Docker\cli-plugins\docker-scout.exe	C:\Program Files\Docker\cli-plugins\docker-scout.exe
kept	-	auth-kept	program-files	perl	D:\Program Files\Git\usr\bin\perl.exe	D:\Program Files\Git\usr\bin\perl.exe
kept	-	auth-kept	program-files	Java(TM) Platform SE binary	C:\Program Files\Java\jdk-24\bin\jcmd.exe	C:\Program Files\Java\jdk-24\bin\jcmd.exe
kept	-	auth-kept	program-files	Cinema 4D	C:\Program Files\Maxon Cinema 4D 2024\Cinema 4D.exe	C:\Program Files\Maxon Cinema 4D 2024\Cinema 4D.exe
filtered	5-system-tool	auth-filtered	start-menu	Application Verifier (WOW)	C:\Windows\SysWOW64\appverif.exe	C:\ProgramData\Microsoft\Windows\Start Menu\Programs\Windows Kits\Application Verifier (X86)\Application Verifier (WOW).lnk
kept	-	auth-kept	start-menu	Nahida.Nana	C:\Nahida.Nana\Nahida.Nana.exe	C:\ProgramData\Microsoft\Windows\Start Menu\Programs\Nahida.Nana\Nahida.Nana.lnk
filtered	2-excluded-name	auth-filtered	start-menu	卸载 米哈游启动器	D:\Program Files\miHoYo Launcher\uninstall.exe	C:\Users\17822\AppData\Roaming\Microsoft\Windows\Start Menu\Programs\米哈游启动器\卸载 米哈游启动器.lnk
kept	-	auth-kept	start-menu	皮肤盒子	D:\Program Files (x86)\SogouInput\SogouExe\SogouExe.exe	C:\ProgramData\Microsoft\Windows\Start Menu\Programs\搜狗输入法\皮肤盒子.lnk
kept	-	auth-kept	program-files	torchrun	C:\Users\17822\AppData\Local\Programs\Python\Python310\Scripts\torchrun.exe	C:\Users\17822\AppData\Local\Programs\Python\Python310\Scripts\torchrun.exe
kept	-	auth-kept	program-files	vshost.exe	C:\Program Files (x86)\Microsoft SQL Server Management Studio 20\Common7\IDE\vshost.exe	C:\Program Files (x86)\Microsoft SQL Server Management Studio 20\Common7\IDE\vshost.exe
kept	-	auth-kept	program-files	Microsoft Visual C++ 2015-2022 Redistributable (x64) - 14.38.33130	D:\Program Files\miHoYo Launcher\vc_redist.x64.exe	D:\Program Files\miHoYo Launcher\vc_redist.x64.exe
kept	-	auth-kept	program-files	System Information	C:\Program Files (x86)\Common Files\Microsoft Shared\MSInfo\msinfo32.exe	C:\Program Files (x86)\Common Files\Microsoft Shared\MSInfo\msinfo32.exe
kept	-	auth-kept	program-files	Organization Chart Add-in for Microsoft Office programs	C:\Program Files\Microsoft Office\root\Office16\ORGCHART.EXE	C:\Program Files\Microsoft Office\root\Office16\ORGCHART.EXE
kept	-	auth-kept	program-files	GameInputRawInputProxy	C:\Program Files\Microsoft GameInput\x64\GameInputRawInputProxy.exe	C:\Program Files\Microsoft GameInput\x64\GameInputRawInputProxy.exe
kept	-	auth-kept	program-files	clear	D:\Program Files\Git\usr\bin\clear.exe	D:\Program Files\Git\usr\bin\clear.exe
kept	-	auth-kept	program-files	bldRTLdrCheckImports	C:\Program Files\ldplayer9box\bldRTLdrCheckImports.exe	C:\Program Files\ldplayer9box\bldRTLdrCheckImports.exe
kept	-	auth-kept	program-files	rnano	D:\Program Files\Git\usr\bin\rnano.exe	D:\Program Files\Git\usr\bin\rnano.exe
kept	-	auth-kept	program-files	sleep	D:\Program Files\Git\usr\bin\sleep.exe	D:\Program Files\Git\usr\bin\sleep.exe
kept	-	auth-kept	program-files	米哈游启动器	D:\Program Files\miHoYo Launcher\1.18.0.380\HYSafeMode.exe	D:\Program Files\miHoYo Launcher\1.18.0.380\HYSafeMode.exe
kept	-	auth-kept	program-files	ASUS X User Function Manager	C:\Program Files\ASUS\AsusScreenXpert\AsusXUserFunctionManager.exe	C:\Program Files\ASUS\AsusScreenXpert\AsusXUserFunctionManager.exe
kept	-	auth-kept	program-files	ASUS Feature Service	C:\Program Files\ASUS\AsusScreenXpert\AsusFeatureService.exe	C:\Program Files\ASUS\AsusScreenXpert\AsusFeatureService.exe
kept	-	auth-kept	program-files	docker-offload	C:\Program Files\Docker\cli-plugins\docker-offload.exe	C:\Program Files\Docker\cli-plugins\docker-offload.exe
kept	-	auth-kept	start-menu	新建无限可能	D:\Users\17822\AppData\Local\Kingsoft\WPS Office\ksolaunch.exe	C:\Users\17822\AppData\Roaming\Microsoft\Windows\Start Menu\Programs\WPS Office.lnk
kept	-	auth-kept	program-files	GnuPG’s pattern checker	C:\Program Files\GnuPG\bin\gpg-check-pattern.exe	C:\Program Files\GnuPG\bin\gpg-check-pattern.exe
filtered	2-excluded-name	auth-filtered	start-menu	无界趣连2.0卸载	D:\leidian\wujie\bin\wujieuninst.exe	C:\ProgramData\Microsoft\Windows\Start Menu\Programs\无界趣连2.0\无界趣连2.0卸载.lnk
kept	-	auth-kept	program-files	fold	D:\Program Files\Git\usr\bin\fold.exe	D:\Program Files\Git\usr\bin\fold.exe
kept	-	auth-kept	program-files	反馈建议	C:\Program Files (x86)\360\360zip\utils\360Feedback.exe	C:\Program Files (x86)\360\360zip\utils\360Feedback.exe
filtered	2-excluded-name	auth-filtered	program-files	Uinstaller	C:\Program Files (x86)\ASUS\ASUS\ARMOURY CRATE Service\ArmouryCrate.Uninstaller.exe	C:\Program Files (x86)\ASUS\ASUS\ARMOURY CRATE Service\ArmouryCrate.Uninstaller.exe
kept	-	auth-kept	program-files	shuf	D:\Program Files\Git\usr\bin\shuf.exe	D:\Program Files\Git\usr\bin\shuf.exe
kept	-	auth-kept	program-files	Editcap	D:\Program Files\Wireshark\editcap.exe	D:\Program Files\Wireshark\editcap.exe
filtered	5-system-tool	auth-filtered	program-files	Microsoft Malware Protection Copy Accelerator Utility	C:\Program Files\Windows Defender\MpCopyAccelerator.exe	C:\Program Files\Windows Defender\MpCopyAccelerator.exe
kept	-	auth-kept	program-files	Armoury Crate Service	C:\Program Files\ASUS\ARMOURY CRATE Service\ArmouryCrate.Service.exe	C:\Program Files\ASUS\ARMOURY CRATE Service\ArmouryCrate.Service.exe
kept	-	auth-kept	program-files	sha256sum	C:\Program Files\Gpg4win\bin\sha256sum.exe	C:\Program Files\Gpg4win\bin\sha256sum.exe
kept	-	auth-kept	program-files	pwd	D:\Program Files\Git\usr\bin\pwd.exe	D:\Program Files\Git\usr\bin\pwd.exe
kept	-	auth-kept	program-files	logcollector	C:\Program Files\Common Files\microsoft shared\ClickToRun\logcollector.exe	C:\Program Files\Common Files\microsoft shared\ClickToRun\logcollector.exe
kept	-	auth-kept	program-files	xxd	D:\Program Files\Git\usr\bin\xxd.exe	D:\Program Files\Git\usr\bin\xxd.exe
kept	-	auth-kept	program-files	360安全卫士 网盾	C:\Program Files (x86)\360\360safe\safemon\WDSafeDown.exe	C:\Program Files (x86)\360\360safe\safemon\WDSafeDown.exe
filtered	2-excluded-name	auth-filtered	program-files	Office SDX Helper Background Task	C:\Program Files\Microsoft Office\root\Office16\SDXHelperBgt.exe	C:\Program Files\Microsoft Office\root\Office16\SDXHelperBgt.exe
filtered	2-excluded-name	auth-filtered	program-files	!Install iSlideTools	C:\Program Files (x86)\iSlide Tools\!Install iSlideTools.bat	C:\Program Files (x86)\iSlide Tools\!Install iSlideTools.bat
filtered	5-system-tool	auth-filtered	program-files	Microsoft (R) Contacts Import Tool	C:\Program Files\Windows Mail\wabmig.exe	C:\Program Files\Windows Mail\wabmig.exe
kept	-	auth-kept	program-files	tesseract	C:\Program Files\Tesseract-OCR\tesseract.exe	C:\Program Files\Tesseract-OCR\tesseract.exe
kept	-	auth-kept	start-menu	Windows Performance Recorder	C:\Program Files (x86)\Windows Kits\10\Windows Performance Toolkit\WPRUI.exe	C:\ProgramData\Microsoft\Windows\Start Menu\Programs\Windows Kits\Windows Performance Toolkit\Windows Performance Recorder.lnk
kept	-	auth-kept	program-files	format	C:\Program Files\Android\Android Studio\bin\format.bat	C:\Program Files\Android\Android Studio\bin\format.bat
filtered	2-excluded-name	auth-filtered	program-files	Inno Setup Compiler	C:\Program Files\Inno Setup 7\ISIDE.exe	C:\Program Files\Inno Setup 7\ISIDE.exe
kept	-	auth-kept	program-files	Internet Explorer ImpExp FF exporter	C:\Program Files (x86)\Internet Explorer\ExtExport.exe	C:\Program Files (x86)\Internet Explorer\ExtExport.exe
kept	-	auth-kept	program-files	Java(TM) Platform SE binary	C:\Program Files\Java\jdk-24\bin\jdb.exe	C:\Program Files\Java\jdk-24\bin\jdb.exe
kept	-	auth-kept	program-files	pip3.14	C:\Users\17822\AppData\Local\Programs\Python\Python314\Scripts\pip3.14.exe	C:\Users\17822\AppData\Local\Programs\Python\Python314\Scripts\pip3.14.exe
kept	-	auth-kept	program-files	xz data compression tool for .xz and .lzma files	D:\Program Files\Git\mingw64\bin\xz.exe	D:\Program Files\Git\mingw64\bin\xz.exe
filtered	2-excluded-name	auth-filtered	program-files	uninstall	C:\Program Files (x86)\Google\GoogleUpdater\152.0.7933.0\uninstall.cmd	C:\Program Files (x86)\Google\GoogleUpdater\152.0.7933.0\uninstall.cmd
kept	-	auth-kept	program-files	find	D:\Program Files\Git\usr\bin\find.exe	D:\Program Files\Git\usr\bin\find.exe
kept	-	auth-kept	program-files	mpicalc	D:\Program Files\Git\usr\bin\mpicalc.exe	D:\Program Files\Git\usr\bin\mpicalc.exe
kept	-	auth-kept	program-files	Microsoft Office Visio Previewer	C:\Program Files\Microsoft Office\root\Office16\VPREVIEW.EXE	C:\Program Files\Microsoft Office\root\Office16\VPREVIEW.EXE
kept	-	auth-kept	program-files	Microsoft Visual C++ 2017 Redistributable (x86) - 14.16.27027	C:\Program Files (x86)\ASUS\ASUS Smart Display Control\vc_redist.x86.exe	C:\Program Files (x86)\ASUS\ASUS Smart Display Control\vc_redist.x86.exe
kept	-	auth-kept	program-files	迅雷错误报告	C:\Program Files (x86)\Common Files\Thunder Network\ServicePlatform\XLBugReport.exe	C:\Program Files (x86)\Common Files\Thunder Network\ServicePlatform\XLBugReport.exe
filtered	4-not-executable-target	auth-filtered	start-menu	Run	C:\Users\17822\AppData\Roaming\Microsoft\Windows\Start Menu\Programs\System Tools\Run.lnk	C:\Users\17822\AppData\Roaming\Microsoft\Windows\Start Menu\Programs\System Tools\Run.lnk
kept	-	auth-kept	program-files	Java(TM) Platform SE binary	C:\Program Files\Java\jdk-24\bin\javadoc.exe	C:\Program Files\Java\jdk-24\bin\javadoc.exe
kept	-	auth-kept	program-files	Microsoft Application Virtualization Package Cleaner	C:\Program Files\Common Files\microsoft shared\ClickToRun\appvcleaner.exe	C:\Program Files\Common Files\microsoft shared\ClickToRun\appvcleaner.exe
kept	-	auth-kept	program-files	studio_safe	C:\Program Files\Android\Android Studio\bin\studio_safe.bat	C:\Program Files\Android\Android Studio\bin\studio_safe.bat
kept	-	auth-kept	program-files	Microsoft Edge	C:\Program Files (x86)\Microsoft\Edge\Application\new_msedge.exe	C:\Program Files (x86)\Microsoft\Edge\Application\new_msedge.exe
kept	-	auth-kept	program-files	trust	D:\Program Files\Git\mingw64\bin\trust.exe	D:\Program Files\Git\mingw64\bin\trust.exe
kept	-	auth-kept	program-files	Microsoft Visual Studio 2008	C:\Program Files (x86)\Microsoft Visual Studio 9.0\Common7\IDE\devenv.exe	C:\Program Files (x86)\Microsoft Visual Studio 9.0\Common7\IDE\devenv.exe
kept	-	auth-kept	program-files	Client DLL Surrogate Host	C:\Program Files\Microsoft Office\root\Client\AppVDllSurrogate.exe	C:\Program Files\Microsoft Office\root\Client\AppVDllSurrogate.exe
kept	-	auth-kept	program-files	CubismEditor4	D:\Program Files\Live2D Cubism 4.1\CubismEditor4.bat	D:\Program Files\Live2D Cubism 4.1\CubismEditor4.bat
kept	-	auth-kept	start-menu	Proteus 8 Professional	C:\Program Files (x86)\Labcenter Electronics\Proteus 8 Professional\BIN\PDS.EXE	C:\ProgramData\Microsoft\Windows\Start Menu\Programs\Proteus 8 Professional\Proteus 8 Professional.lnk
kept	-	auth-kept	start-menu	The Official Tuanjie Hub	D:\Program Files\Tuanjie Hub\Tuanjie Hub.exe	C:\ProgramData\Microsoft\Windows\Start Menu\Programs\Tuanjie Hub.lnk
kept	-	auth-kept	program-files	classifier_tester	C:\Program Files\Tesseract-OCR\classifier_tester.exe	C:\Program Files\Tesseract-OCR\classifier_tester.exe
kept	-	auth-kept	program-files	Python	C:\Users\17822\AppData\Local\Programs\Python\Python314\python.exe	C:\Users\17822\AppData\Local\Programs\Python\Python314\python.exe
kept	-	auth-kept	program-files	原神	D:\Program Files\Genshin Impact bilibili\1.18.0.380\HYP.exe	D:\Program Files\Genshin Impact bilibili\1.18.0.380\HYP.exe
kept	-	auth-kept	program-files	GlideXCloudConnection	C:\Program Files\ASUS\GlideX\GlideXRemote\GlideXCloudConnection.exe	C:\Program Files\ASUS\GlideX\GlideXRemote\GlideXCloudConnection.exe
kept	-	auth-kept	start-menu	飞书	C:\Users\17822\AppData\Local\Feishu\Feishu.exe	C:\Users\17822\AppData\Roaming\Microsoft\Windows\Start Menu\Programs\飞书.lnk
filtered	5-system-tool	auth-filtered	start-menu	管理磁盘以及使用其他系统工具来管理本地或远程计算机。	C:\WINDOWS\system32\compmgmt.msc	C:\ProgramData\Microsoft\Windows\Start Menu\Programs\Administrative Tools\Computer Management.lnk
kept	-	auth-kept	program-files	dockerd	C:\Program Files\Docker\Docker\resources\dockerd.exe	C:\Program Files\Docker\Docker\resources\dockerd.exe
kept	-	auth-kept	program-files	OpenSSL application	D:\Program Files\Git\usr\bin\openssl.exe	D:\Program Files\Git\usr\bin\openssl.exe
kept	-	auth-kept	start-menu	Virtual Pet	C:\Program Files\ASUS\Virtual Pet\Virtual Pet.exe	C:\ProgramData\Microsoft\Windows\Start Menu\Programs\Virtual Pet.lnk
kept	-	auth-kept	start-menu	炉石传说	C:\Program Files (x86)\Hearthstone\Hearthstone Beta Launcher.exe	C:\ProgramData\Microsoft\Windows\Start Menu\Programs\炉石传说\炉石传说.lnk
filtered	2-excluded-name	auth-filtered	start-menu	Tomcat Documentation	C:\Program Files\Apache Software Foundation\Tomcat 11.0\webapps\docs\index.html	C:\ProgramData\Microsoft\Windows\Start Menu\Programs\Apache Tomcat 11.0 Tomcat11\Tomcat Documentation.lnk
kept	-	auth-kept	program-files	gpgme-w32spawn	C:\Program Files\Gpg4win\bin_32\gpgme-w32spawn.exe	C:\Program Files\Gpg4win\bin_32\gpgme-w32spawn.exe
kept	-	auth-kept	start-menu	Start MobaDiff	D:\Program Files (x86)\Mobatek\MobaXterm\MobaRTE.exe	C:\ProgramData\Microsoft\Windows\Start Menu\Programs\MobaXterm\MobaDiff.lnk
kept	-	auth-kept	program-files	.NET Host	C:\Program Files\dotnet\dotnet.exe	C:\Program Files\dotnet\dotnet.exe
filtered	2-excluded-name	auth-filtered	start-menu	Inno Setup FAQ	C:\Program Files\Inno Setup 7\isfaq.url	C:\ProgramData\Microsoft\Windows\Start Menu\Programs\Inno Setup 7\Inno Setup FAQ.lnk
kept	-	auth-kept	program-files	nice	D:\Program Files\Git\usr\bin\nice.exe	D:\Program Files\Git\usr\bin\nice.exe
kept	-	auth-kept	program-files	Office Scripting Broker	C:\Program Files\Microsoft Office\root\Office16\OfficeScrSanBroker.exe	C:\Program Files\Microsoft Office\root\Office16\OfficeScrSanBroker.exe
kept	-	auth-kept	program-files	date	D:\Program Files\Git\usr\bin\date.exe	D:\Program Files\Git\usr\bin\date.exe
kept	-	auth-kept	program-files	MyProg-Arm64	C:\Program Files\Inno Setup 7\Examples\MyProg-Arm64.exe	C:\Program Files\Inno Setup 7\Examples\MyProg-Arm64.exe
kept	-	auth-kept	program-files	Git for Windows	D:\Program Files\Git\mingw64\bin\git-upload-archive.exe	D:\Program Files\Git\mingw64\bin\git-upload-archive.exe
filtered	5-system-tool	auth-filtered	start-menu	Anaconda PowerShell Prompt	C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe	C:\Users\17822\AppData\Roaming\Microsoft\Windows\Start Menu\Programs\Anaconda (anaconda3)\Anaconda PowerShell Prompt.lnk
filtered	2-excluded-name	auth-filtered	start-menu	卸载 原神	D:\Program Files\Genshin Impact bilibili\uninstall.exe	C:\Users\17822\AppData\Roaming\Microsoft\Windows\Start Menu\Programs\原神\卸载 原神.lnk
filtered	2-excluded-name	auth-filtered	program-files	AsusUpdateComRegisterShell64	C:\Program Files (x86)\ASUS\Update\1.3.107.159\AsusUpdateComRegisterShell64.exe	C:\Program Files (x86)\ASUS\Update\1.3.107.159\AsusUpdateComRegisterShell64.exe
kept	-	auth-kept	program-files	accelerate-launch	C:\Users\17822\AppData\Local\Programs\Python\Python310\Scripts\accelerate-launch.exe	C:\Users\17822\AppData\Local\Programs\Python\Python310\Scripts\accelerate-launch.exe
kept	-	auth-kept	start-menu	炉石传说盒子	D:\炉石传说盒子\HSAng.exe	C:\Users\17822\AppData\Roaming\Microsoft\Windows\Start Menu\Programs\炉石传说盒子\炉石传说盒子.lnk
filtered	2-excluded-name	auth-filtered	program-files	Microsoft Edge Update	C:\Program Files (x86)\Microsoft\EdgeUpdate\1.3.265.7\MicrosoftEdgeUpdateBroker.exe	C:\Program Files (x86)\Microsoft\EdgeUpdate\1.3.265.7\MicrosoftEdgeUpdateBroker.exe
kept	-	auth-kept	program-files	p11-kit	D:\Program Files\Git\usr\bin\p11-kit.exe	D:\Program Files\Git\usr\bin\p11-kit.exe
kept	-	auth-kept	program-files	Java(TM) Platform SE binary	C:\Program Files\Java\jdk-17\bin\javadoc.exe	C:\Program Files\Java\jdk-17\bin\javadoc.exe
filtered	5-system-tool	auth-filtered	start-menu	Open Visual Studio 2022 Tools Command Prompt for targeting x64 with x86-hosted tools	C:\Windows\System32\cmd.exe	C:\ProgramData\Microsoft\Windows\Start Menu\Programs\Visual Studio 2022\Visual Studio Tools\VC\x86_x64 Cross Tools Command Prompt for VS 2022 (2).lnk
kept	-	auth-kept	start-menu	使用 Office 遥测日志查看 Office 解决方案的关键错误、兼容性问题和解决信息。	C:\Program Files\Microsoft Office\root\Office16\msoev.exe	C:\ProgramData\Microsoft\Windows\Start Menu\Programs\Microsoft Office 工具\Office 遥测日志.lnk
kept	-	auth-kept	program-files	Skype for Business	C:\Program Files\Microsoft Office\root\Office16\lync.exe	C:\Program Files\Microsoft Office\root\Office16\lync.exe
